Gene	Cluster	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
Phkg1	Cluster_0	1.31454796052664	1.29233099743846	51966997	0.784159198616323	0	0	57.7655003069368	1.69608180522098
Tsc22d4	Cluster_0	0.828705142295183	0.598806619399393	42265874.5	0.637773513769481	0	0	39.1037446286065	13.1753601101224
Mmd2	Cluster_0	1.29783409297428	1.1216769100629	49850703.5	0.752225257638419	0	0	57.7348066298343	14.660046212084
Ptprz1	Cluster_0	3.10949517746299	2.76269060966108	62293755.5	0.939985456378809	0	0	96.0712093308778	15.2008259180965
Tril	Cluster_0	0.461138533659868	0.44297532972959	40389503	0.609459890572311	0	0	22.80540208717	0.943906395949068
Tcf7l1	Cluster_0	0.568636966054556	0.504761034174875	41272993.5	0.622791374830774	0	0	27.6550030693677	3.05294724939777
Eva1a	Cluster_0	0.572729380331911	0.555968010170405	42191767	0.636655264088603	0	0	28.146101903008	0.752175409271914
Sfxn5	Cluster_0	2.12749314536343	1.89747338410577	58711972.5	0.885937921423161	0	0	81.82934315531	19.0157809350573
Tprkb	Cluster_0	1.12726202652179	1.01589310616876	47254876	0.713055358863121	0	0	47.9128299570289	8.13136030676958
Aldh1l1	Cluster_0	0.439120584904554	0.419574615917205	40075501.5	0.604721745618421	0	0	22.2529158993247	1.5387640725628
Lrig1	Cluster_0	0.415140882379693	0.32617262400789	38073373.5	0.574510511977053	5.45450754650187e-166	7.7872415303907e-165	20.963781461019	7.16287301509267
Eogt	Cluster_0	0.467718217438165	0.38283061509901	38945763	0.587674487013003	5.05850526447523e-229	9.54681936536707e-228	23.1737262124002	6.80890811661177
Irak2	Cluster_0	1.15831389567553	0.993325316735091	47891435.5	0.722660762604107	0	0	52.2099447513812	9.73403470822477
Slc6a11	Cluster_0	1.08977921988639	1.00967465029416	48374415.5	0.729948719030523	0	0	49.7851442602824	6.96622584926995
Slc6a1	Cluster_0	1.17101337223846	0.951609783341844	47546325.5	0.717453204025448	0	0	52.8852056476366	12.0692198023696
Washc2	Cluster_0	0.474375137699029	0.273656154643134	36720850	0.554101525406793	2.66512466949135e-52	1.50026575782591e-51	23.9103744628607	15.7612703406912
Hdhd5	Cluster_0	0.397405218382183	0.19123518540704	34881744	0.526350222264714	7.8746191517429e-13	1.91914851664871e-12	20.2271332105586	18.0669583599626
Cecr2	Cluster_0	0.511856579188334	0.443732602234485	40340962	0.608727428166218	0	0	25.4450583179865	3.97718892876456
Slc25a18	Cluster_0	0.510460081084946	0.5019747352819	41501489	0.626239271736717	0	0	25.7519950890117	0.575192960031463
Tspan9	Cluster_0	0.835608397410109	0.713842609207955	44229590.5	0.667405127173466	0	0	39.7790055248619	7.93962932009242
Tulp3	Cluster_0	0.58383538652455	0.389756253623695	38496804	0.580899892559304	4.25510620242919e-109	4.2940248567197e-108	28.6372007366482	16.252888255248
Eps8	Cluster_0	1.22056337756959	1.08402819140359	49024122.5	0.739752512781689	0	0	53.6525475751995	7.93962932009242
Slco1c1	Cluster_0	1.72169123088032	1.69349435559903	55988361.5	0.844839825662449	0	0	70.1657458563536	1.06681087458827
Ldhb	Cluster_0	0.689781410312805	0.476633521849341	39846471.5	0.601265783341842	3.86648934028991e-154	5.18625424914822e-153	33.3947206875384	18.2193599134752
Itpr2	Cluster_0	0.787006060347102	0.521960629945769	41437336.5	0.625271238640842	1.17383105441704e-304	2.92981150067085e-303	37.5997544505832	11.0614030775281
Hif3a	Cluster_0	0.474688602298784	0.45889269240186	40614314	0.612852189988806	0	0	23.6034376918355	1.23396096553758
Apoe	Cluster_0	4.14951006701964	3.58052176745265	64047433.5	0.96644768845874	0	0	99.7544505831799	18.3914261835701
Akt2	Cluster_0	0.52031570058333	0.400537200730044	39017754.5	0.58876080718169	1.84552847009416e-176	2.7689361948449e-175	25.9361571516268	10.3928027137309
Lgi4	Cluster_0	0.498922910108797	0.485485133914351	41074857.5	0.619801589468017	0	0	24.7697974217311	0.934074037657932
Slc7a10	Cluster_0	1.01507653652745	1.00378421046272	48479414.5	0.73153310790132	0	0	46.8078575813382	0.619438572341576
Myh14	Cluster_0	0.481880254331028	0.431168955404493	40051717	0.604362847942277	0	0	23.9717618170657	3.59864313455582
Pcsk6	Cluster_0	0.586055558415361	0.534374725458976	41567885.5	0.627241165808659	0	0	28.0233271945979	2.71373088835357
Rgma	Cluster_0	0.786488765333745	0.698003615826221	44080641	0.665157544528768	0	0	37.6304481276857	5.47170738901726
Mfge8	Cluster_0	1.45581983906321	1.4427105407285	53639473	0.809396128121121	0	0	62.4616329036219	0.535863526866919
Thrsp	Cluster_0	0.571507403907821	0.551927510063623	41884654	0.632021063579294	0	0	27.4094536525476	1.047146158006
Arrb1	Cluster_0	0.70275259982651	0.480251900333165	40182290	0.606333137259571	2.9906388728308e-169	4.33582178901312e-168	34.4383057090239	18.1407010471462
Tead1	Cluster_0	0.774025669368187	0.562261190806271	41683437.5	0.628984794822252	1.7982204711754e-263	3.89222469188519e-262	37.4462860650706	15.9087557150583
Sox6	Cluster_0	1.80156533305922	1.45659598484404	52394762	0.790613984903014	0	0	73.0202578268877	12.8508922865149
Tmc7	Cluster_0	0.520286372351461	0.388276815272824	38971015	0.588055528620688	2.36813859582459e-184	3.68672227852142e-183	25.6906077348066	9.46364485521852
Gprc5b	Cluster_0	0.40737366908447	0.323295185709587	38321606	0.578256231558858	5.97762228748188e-228	1.12126018757779e-226	20.3806015960712	4.98992183275159
Htra1	Cluster_0	2.13043344523872	2.02796716933131	59369667	0.895862243047024	0	0	82.1362799263352	4.99975419104272
Dock1	Cluster_0	1.65248175399161	1.34030616321745	51951069.5	0.783918859625099	0	0	69.6439533456108	15.2598200678433
Agpat5	Cluster_0	0.851175558539298	0.6219020393093	42279192	0.63797446900512	2.66835648832618e-265	5.82248375723507e-264	40.2394106813996	19.3549972961015
Fgfr1	Cluster_0	0.847854550010361	0.742493919077864	44707865.5	0.674622087212897	0	0	40.3928790669122	7.05471707389017
Slc7a2	Cluster_0	0.648785109712586	0.598454983331562	42823155.5	0.646182639706932	0	0	31.6451810926949	2.26144240696131
Mfap3l	Cluster_0	0.838483063213656	0.622777298984419	42295180	0.638215720914817	2.59173176499192e-268	5.72495984843954e-267	39.8710865561694	19.1485177719876
Palld	Cluster_0	0.685311862507235	0.652831552670093	43362363	0.65431904445412	0	0	32.5966850828729	2.08445995772086
Msmo1	Cluster_0	1.08358162468615	0.936575569046061	47103581.5	0.710772391196641	0	0	49.3247391037446	12.3691067302492
Slc27a1	Cluster_0	1.16918429623202	1.01996270605232	48456289.5	0.731184161791003	0	0	53.0693677102517	12.5706700752175
Nwd1	Cluster_0	1.50962758528434	1.46552682989416	54228485.5	0.818284068480172	0	0	65.2547575199509	3.22009734034708
Gab1	Cluster_0	0.648713838669635	0.343807523947778	38856489	0.586327381497222	2.23786312156802e-143	2.82059900764709e-142	31.0926949048496	12.4477655965783
Mt3	Cluster_0	1.10613137904309	0.960313191031986	47337717.5	0.714305400774378	0	0	49.9693063228975	13.4998279337299
Mt1	Cluster_0	1.30896733809963	1.27660011504042	51235767	0.773125258540775	0	0	55.9852670349908	1.59775822230962
Cpne2	Cluster_0	0.435945335189513	0.373630588416921	39101441	0.590023599772437	0	0	21.5469613259669	3.95752421218229
Kifc3	Cluster_0	0.571114239245176	0.473521645611659	40288890.5	0.607941692063153	1.41578151240739e-281	3.2682982016572e-280	28.1767955801105	8.75571505825672
Cyb5b	Cluster_0	0.39206376434766	0.18333228427807	34955359.5	0.527461047881321	3.01756646002781e-14	7.64428851848561e-14	20.0429711479435	17.1918784720515
Kcnk1	Cluster_0	0.785394334217094	0.616687931824746	42342573	0.638930860504277	0	0	37.7532228360958	15.3040656801534
Yap1	Cluster_0	0.409879985532957	0.333827511630509	38318033.5	0.578202324100302	8.49425781992686e-205	1.45158027796447e-203	20.7489257213014	5.94366058699179
St3gal4	Cluster_0	1.19262292719439	1.07561925636319	49182094	0.742136233450486	0	0	53.8060159607121	6.82857283319404
Hepacam	Cluster_0	1.67030543137086	1.53310753220737	54618874.5	0.824174867315222	0	0	70.4726826273788	6.18455336512462
Pts	Cluster_0	0.429204287686096	0.282008324840796	37334197.5	0.563356670245609	4.54585279232089e-96	4.13897684412966e-95	21.731123388582	10.1519099355981
Il18	Cluster_0	1.02929181599593	0.914962788151225	47151202.5	0.711490971206129	0	0	47.7286678944138	6.10097831964997
Acsbg1	Cluster_0	0.909283420687824	0.902170849058457	47151197.5	0.711490895758321	0	0	42.6335174953959	0.398210510791013
Igdcc4	Cluster_0	0.655248447760759	0.551777650710715	41566873.5	0.627225895172394	0	0	31.82934315531	8.71638562509218
Unc13c	Cluster_0	1.71768996489999	1.42511007218945	51194308	0.772499660409418	0	0	64.7943523634131	14.0160267440146
Elovl5	Cluster_0	0.408637161143512	0.291368640440329	37430670.5	0.564812405514824	7.21322505961e-111	7.4148369401581e-110	20.6261510128913	8.86387099945922
Chst2	Cluster_0	0.749827189158597	0.711431033684882	44447926	0.670699714134293	0	0	36.0650705954573	2.26635858610688
Dzip1l	Cluster_0	0.509009498558326	0.373103558303026	38380007.5	0.57913748458639	1.24675160131621e-127	1.43060590412364e-126	25.3222836095764	12.2609507890468
Slc38a3	Cluster_0	0.589061992385919	0.560170832336225	42295755	0.638224397412696	0	0	29.0669122160835	1.4011110564869
Plxnb1	Cluster_0	0.477797733882631	0.441442830721863	40334420.5	0.608628719799488	0	0	23.634131368938	1.99596873310063
Plekhg1	Cluster_0	1.13462216225144	0.934675714531984	46960345.5	0.708611022761728	0	0	50.9208103130755	8.25918096455435
Sash1	Cluster_0	1.67659942107686	1.38747975340219	52945771	0.798928469110566	0	0	69.9815837937385	18.1357848680006
Nhsl1	Cluster_0	1.81422311125153	1.72168997597802	55985422	0.84479546989634	0	0	72.0687538367096	5.06366451993511
Lama2	Cluster_0	1.54818876657606	1.35401114125906	51872781.5	0.782737528032256	0	0	64.7329650092081	9.45381249692739
Ddo	Cluster_0	0.522316580621018	0.478696041719701	40729070.5	0.614583815256205	0	0	25.4450583179865	2.90546187503073
Ostm1	Cluster_0	0.416555482206094	0.291679172435804	37183854	0.561088052752141	1.04786088744407e-88	8.9783858993864e-88	20.902394106814	10.4173836094587
Gja1	Cluster_0	1.26279370132803	1.2129842893704	51010612.5	0.769727775859894	0	0	56.2001227747084	2.2171967946512
Smpdl3a	Cluster_0	0.457298115718069	0.428599652728075	39986980.5	0.60338600254247	0	0	22.5291589932474	2.20244825721449
Appl2	Cluster_0	1.67289206105791	1.51281934373614	54073930	0.815951893753552	0	0	69.0300798035605	9.76844796224374
Rfx4	Cluster_0	0.955810876108714	0.912985589567004	47347424	0.714451867603342	0	0	44.9969306322897	2.71864706749914
Timp3	Cluster_0	0.64806368685769	0.496301011852699	40709180.5	0.614283683877428	2.14227159347283e-268	4.73699623161028e-267	31.6144874155924	10.9335824197434
Fgd6	Cluster_0	0.981811539348482	0.92182750237715	47301496	0.71375883422152	0	0	45.6721915285451	3.77070940465071
Cs	Cluster_0	0.396046805187769	0.224587381973743	35666931	0.538198349811587	1.19541223607445e-28	4.37700719182126e-28	20.0429711479435	14.8861904527801
Cd63	Cluster_0	0.588685131295137	0.49463859650417	40977043.5	0.618325619096794	0	0	28.1154082259055	4.25249496091638
Egfr	Cluster_0	1.28300506387863	1.17136510779071	50041537.5	0.755104859022904	0	0	55.9545733578883	4.85226881667568
Slc1a4	Cluster_0	0.476379098123435	0.390024696725628	38952736.5	0.587779714070313	1.48523145786159e-208	2.59162650574956e-207	23.7569060773481	7.91013224521902
Ugp2	Cluster_0	1.26569199984345	1.04972724508395	48722547.5	0.735201878264117	0	0	56.5377532228361	15.8350130278747
Sh3pxd2b	Cluster_0	0.467406874750158	0.399893840185069	39379448	0.594218603503935	1.31244501934895e-289	3.1339905206762e-288	23.5113566605279	5.73718106287793
Atp1b2	Cluster_0	0.855990193882597	0.816898544119413	45891929	0.692489086248282	0	0	40.3621853898097	2.10412467430313
Nxn	Cluster_0	0.660354504665192	0.563448673364773	41999201.5	0.633749535128333	0	0	31.4610190300798	4.75886141290989
Tlcd1	Cluster_0	0.461758655547602	0.449382942480124	40581482	0.612356769504745	0	0	23.1123388581952	0.668600363797257
Aldoc	Cluster_0	0.851445046970763	0.842492827134035	46214726.5	0.697359958985365	0	0	39.9017802332719	0.43262376480999
Crlf3	Cluster_0	0.7992788064851	0.56804365219429	41721170	0.629554161702578	1.25323943077944e-286	2.9662757264268e-285	37.8759975445058	13.8734575487931
Cuedc1	Cluster_0	0.518130887443801	0.330909437403862	37810233.5	0.57053984475678	8.43356910894929e-92	7.41816187158806e-91	25.9054634745242	14.3454107467676
Hlf	Cluster_0	0.496181649451136	0.249924558784076	36070156.5	0.544282845803181	3.19405681454438e-31	1.23686343349392e-30	24.585635359116	19.3402487586648
Etv4	Cluster_0	0.51865399669946	0.468044153239368	40592026.5	0.612515881386268	0	0	25.414364640884	3.42166068531537
Gna13	Cluster_0	0.683700221496568	0.521660802353872	40941708	0.617792421895449	1.33901072939072e-266	2.93667847531512e-265	32.9957028852056	12.0298903692051
Fam20a	Cluster_0	0.967623206091263	0.915897288416427	47163505	0.711676610536818	0	0	44.9355432780847	3.4167445061698
Sox9	Cluster_0	0.644634472584363	0.614024734128879	42698472	0.644301220362253	0	0	30.9085328422345	2.77764121724596
