Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0019904	protein domain specific binding	 	1.381E-4	9.143E-2	8.311E-3	5.879E-2	20	911	DOCK4,TRPS1,RAPGEF1,GRIA1,GRIK2,NLGN1,SIRPA,RUNX2,CIT,YWHAH,MEF2C,SOCS7,ITPR1,KIRREL3,CADM1,THRA,BASP1,ATP2B1,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0019901	protein kinase binding	 	1.753E-4	1.161E-1	9.672E-3	6.841E-2	19	855	DOCK4,NRG1,SRSF2,RGCC,ACTB,GRIA1,SIRPA,GRIN2A,ITGAV,CIT,RYR2,NELL2,ANKRA2,PAK1,NME1,NRG3,IL1RAP,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0002135	CTP binding	 	2.253E-4	1.492E-1	1.065E-2	7.536E-2	2	3	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0017098	sulfonylurea receptor binding	 	2.253E-4	1.492E-1	1.065E-2	7.536E-2	2	3	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0030296	protein tyrosine kinase activator activity	 	2.641E-4	1.749E-1	1.166E-2	8.246E-2	4	36	NRG1,ERBB4,EFNA5,NRG3
GO: Molecular Function	GO:0022836	gated channel activity	 	3.715E-4	2.459E-1	1.451E-2	1.027E-1	11	365	ASIC2,GRIA1,GRIA4,GRIK2,GRIN2A,ITGAV,RYR2,ITPR1,KCNQ5,KCNS3,VDAC2
GO: Molecular Function	GO:0015276	ligand-gated ion channel activity	 	4.106E-4	2.718E-1	1.451E-2	1.027E-1	7	154	ASIC2,GRIA1,GRIA4,GRIK2,GRIN2A,RYR2,ITPR1
GO: Molecular Function	GO:0002134	UTP binding	 	4.480E-4	2.966E-1	1.451E-2	1.027E-1	2	4	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0004971	AMPA glutamate receptor activity	 	4.480E-4	2.966E-1	1.451E-2	1.027E-1	2	4	GRIA1,GRIA4
GO: Molecular Function	GO:0022834	ligand-gated channel activity	 	4.611E-4	3.052E-1	1.451E-2	1.027E-1	7	157	ASIC2,GRIA1,GRIA4,GRIK2,GRIN2A,RYR2,ITPR1
GO: Molecular Function	GO:0005509	calcium ion binding	 	4.648E-4	3.077E-1	1.451E-2	1.027E-1	17	777	NCALD,FSTL4,DGKB,CLSTN2,RPH3A,RYR2,C2CD5,ITPR1,NELL2,SULF2,FBN1,CDH20,NCAN,SLIT3,CDH7,CDH10,CALN1
GO: Molecular Function	GO:0030297	transmembrane receptor protein tyrosine kinase activator activity	 	4.823E-4	3.193E-1	1.451E-2	1.027E-1	3	18	NRG1,EFNA5,NRG3
GO: Molecular Function	GO:0005539	glycosaminoglycan binding	 	6.559E-4	4.342E-1	1.764E-2	1.248E-1	9	272	SEMA5A,NELL2,SULF2,FBN1,NCAN,SLIT3,FGF1,FGFR2,VEGFA
GO: Molecular Function	GO:0019900	kinase binding	 	6.633E-4	4.391E-1	1.764E-2	1.248E-1	19	952	DOCK4,NRG1,SRSF2,RGCC,ACTB,GRIA1,SIRPA,GRIN2A,ITGAV,CIT,RYR2,NELL2,ANKRA2,PAK1,NME1,NRG3,IL1RAP,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0019838	growth factor binding	 	6.661E-4	4.410E-1	1.764E-2	1.248E-1	7	167	COL6A1,ERBB4,FSTL4,ITGAV,FGFR2,IL1RAP,VEGFA
GO: Molecular Function	GO:0005261	cation channel activity	 	7.195E-4	4.763E-1	1.820E-2	1.288E-1	12	459	ASIC2,GRIA1,GRIA4,GRIK2,GRIN2A,ITGAV,YWHAH,RYR2,ITPR1,KCNQ5,SLC24A2,KCNS3
GO: Molecular Function	GO:0032564	dATP binding	 	7.424E-4	4.915E-1	1.820E-2	1.288E-1	2	5	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0045296	cadherin binding	 	8.439E-4	5.587E-1	1.995E-2	1.411E-1	10	341	PSMB6,MYO1B,CDH20,STXBP6,BSG,CTNNA3,CTNNA2,CDH7,CDH10,HSP90AB1
GO: Molecular Function	GO:0004714	transmembrane receptor protein tyrosine kinase activity	 	9.357E-4	6.194E-1	2.136E-2	1.511E-1	5	86	NRG1,ERBB4,EFNA5,FGFR2,NRG3
GO: Molecular Function	GO:0019207	kinase regulator activity	 	9.823E-4	6.503E-1	2.156E-2	1.525E-1	9	288	NRG1,ERBB4,RGCC,CIT,SOCS7,MT3,EFNA5,NRG3,HSP90AB1
GO: Molecular Function	GO:0038132	neuregulin binding	 	1.107E-3	7.330E-1	2.156E-2	1.525E-1	2	6	ERBB4,ITGAV
GO: Molecular Function	GO:0099507	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	 	1.107E-3	7.330E-1	2.156E-2	1.525E-1	2	6	GRIK2,GRIN2A
GO: Molecular Function	GO:0032557	pyrimidine ribonucleotide binding	 	1.107E-3	7.330E-1	2.156E-2	1.525E-1	2	6	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0032558	adenyl deoxyribonucleotide binding	 	1.107E-3	7.330E-1	2.156E-2	1.525E-1	2	6	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0030594	neurotransmitter receptor activity	 	1.338E-3	8.861E-1	2.501E-2	1.769E-1	6	138	HTR2C,GRIA1,GRIA4,GRIK2,GRIN2A,CHRM3
GO: Molecular Function	GO:0003735	structural constituent of ribosome	 	1.371E-3	9.078E-1	2.501E-2	1.769E-1	7	189	RPLP2,RPSA,FAU,RPL4,RPL7,RPL9,RPL18
GO: Molecular Function	GO:0099604	ligand-gated calcium channel activity	 	1.460E-3	9.666E-1	2.501E-2	1.769E-1	3	26	GRIN2A,RYR2,ITPR1
GO: Molecular Function	GO:0008022	protein C-terminus binding	 	1.492E-3	9.875E-1	2.501E-2	1.769E-1	8	247	MAGI1,RABAC1,MPDZ,GRIA1,ITPR1,GRIP1,HRAS,SNTG1
GO: Molecular Function	GO:0005234	extracellularly glutamate-gated ion channel activity	 	1.541E-3	1.000E0	2.501E-2	1.769E-1	2	7	GRIK2,GRIN2A
GO: Molecular Function	GO:0032554	purine deoxyribonucleotide binding	 	1.541E-3	1.000E0	2.501E-2	1.769E-1	2	7	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0030295	protein kinase activator activity	 	1.549E-3	1.000E0	2.501E-2	1.769E-1	6	142	NRG1,ERBB4,RGCC,MT3,EFNA5,NRG3
GO: Molecular Function	GO:0023026	MHC class II protein complex binding	 	1.632E-3	1.000E0	2.573E-2	1.820E-1	3	27	CD81,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0005216	ion channel activity	 	1.736E-3	1.000E0	2.673E-2	1.891E-1	13	579	ASIC2,GRIA1,GRIA4,GRIK2,GRIN2A,ITGAV,YWHAH,RYR2,ITPR1,KCNQ5,SLC24A2,KCNS3,VDAC2
GO: Molecular Function	GO:0019887	protein kinase regulator activity	 	1.778E-3	1.000E0	2.675E-2	1.892E-1	8	254	NRG1,ERBB4,RGCC,CIT,MT3,EFNA5,NRG3,HSP90AB1
GO: Molecular Function	GO:0098960	postsynaptic neurotransmitter receptor activity	 	1.835E-3	1.000E0	2.699E-2	1.909E-1	5	100	GRIA1,GRIA4,GRIK2,GRIN2A,CHRM3
GO: Molecular Function	GO:1990782	protein tyrosine kinase binding	 	1.977E-3	1.000E0	2.815E-2	1.991E-1	6	149	DOCK4,NRG1,SIRPA,NRG3,IL1RAP,HSP90AA1
GO: Molecular Function	GO:0030911	TPR domain binding	 	2.043E-3	1.000E0	2.815E-2	1.991E-1	2	8	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0019209	kinase activator activity	 	2.045E-3	1.000E0	2.815E-2	1.991E-1	6	150	NRG1,ERBB4,RGCC,MT3,EFNA5,NRG3
GO: Molecular Function	GO:0044877	protein-containing complex binding	 	2.083E-3	1.000E0	2.815E-2	1.991E-1	27	1726	COL6A1,NRG1,ERCC5,CFL1,ACTB,RBP4,GRIA1,MYO1B,RPSA,NLGN1,GRIN2A,NDUFA4,ITGAV,RPH3A,ITPR1,GRIP1,FBN1,THRA,CTNNA3,HRAS,PAK1,FGF1,CD81,CTNNA2,NME1,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0043178	alcohol binding	 	2.180E-3	1.000E0	2.886E-2	2.041E-1	5	104	RBP4,RPH3A,ITPR1,CD81,VDAC2
GO: Molecular Function	GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	 	2.358E-3	1.000E0	3.061E-2	2.165E-1	4	64	GRIA1,GRIA4,GRIK2,GRIN2A
GO: Molecular Function	GO:0019199	transmembrane receptor protein kinase activity	 	2.467E-3	1.000E0	3.141E-2	2.222E-1	5	107	NRG1,ERBB4,EFNA5,FGFR2,NRG3
GO: Molecular Function	GO:0032552	deoxyribonucleotide binding	 	2.612E-3	1.000E0	3.176E-2	2.247E-1	2	9	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0022835	transmitter-gated channel activity	 	2.639E-3	1.000E0	3.176E-2	2.247E-1	4	66	GRIA1,GRIA4,GRIK2,GRIN2A
GO: Molecular Function	GO:0022824	transmitter-gated ion channel activity	 	2.639E-3	1.000E0	3.176E-2	2.247E-1	4	66	GRIA1,GRIA4,GRIK2,GRIN2A
GO: Molecular Function	GO:0001540	amyloid-beta binding	 	2.782E-3	1.000E0	3.238E-2	2.290E-1	5	110	GRIA1,GRIA4,CLSTN2,NLGN1,GRIN2A
GO: Molecular Function	GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	 	2.788E-3	1.000E0	3.238E-2	2.290E-1	4	67	GRIA1,GRIA4,GRIK2,GRIN2A
GO: Molecular Function	GO:0030235	nitric-oxide synthase regulator activity	 	3.246E-3	1.000E0	3.705E-2	2.621E-1	2	10	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0016868	intramolecular transferase activity, phosphotransferases	 	3.945E-3	1.000E0	4.427E-2	3.131E-1	2	11	PGM2L1,PMM1
GO: Molecular Function	GO:0015267	channel activity	 	4.151E-3	1.000E0	4.563E-2	3.228E-1	13	641	ASIC2,GRIA1,GRIA4,GRIK2,GRIN2A,ITGAV,YWHAH,RYR2,ITPR1,KCNQ5,SLC24A2,KCNS3,VDAC2
GO: Molecular Function	GO:0022803	passive transmembrane transporter activity	 	4.205E-3	1.000E0	4.563E-2	3.228E-1	13	642	ASIC2,GRIA1,GRIA4,GRIK2,GRIN2A,ITGAV,YWHAH,RYR2,ITPR1,KCNQ5,SLC24A2,KCNS3,VDAC2
GO: Molecular Function	GO:0005230	extracellular ligand-gated ion channel activity	 	4.602E-3	1.000E0	4.914E-2	3.476E-1	4	77	GRIA1,GRIA4,GRIK2,GRIN2A
GO: Molecular Function	GO:0019103	pyrimidine nucleotide binding	 	4.707E-3	1.000E0	4.946E-2	3.499E-1	2	12	HSP90AA1,HSP90AB1
GO: Biological Process	GO:0000902	cell morphogenesis	 	2.476E-17	1.076E-13	1.033E-13	9.254E-13	48	1415	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,ITGAV,CIT,YWHAH,MEF2C,TMEFF2,CNTN6,ITPR1,GRIP1,TUBB3,KIRREL3,MT3,CADM1,EFNA5,CDH20,TENM3,BSG,ATRNL1,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,ARHGEF2,RPL4,CDH7,CDH10,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0048812	neuron projection morphogenesis	 	4.756E-17	2.067E-13	1.033E-13	9.254E-13	39	932	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,CIT,YWHAH,MEF2C,CNTN6,GRIP1,TUBB3,KIRREL3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0120039	plasma membrane bounded cell projection morphogenesis	 	9.038E-17	3.928E-13	1.300E-13	1.164E-12	39	950	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,CIT,YWHAH,MEF2C,CNTN6,GRIP1,TUBB3,KIRREL3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0048858	cell projection morphogenesis	 	1.197E-16	5.200E-13	1.300E-13	1.164E-12	39	958	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,CIT,YWHAH,MEF2C,CNTN6,GRIP1,TUBB3,KIRREL3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0032990	cell part morphogenesis	 	2.824E-16	1.227E-12	2.337E-13	2.092E-12	39	983	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,CIT,YWHAH,MEF2C,CNTN6,GRIP1,TUBB3,KIRREL3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0048667	cell morphogenesis involved in neuron differentiation	 	3.226E-16	1.402E-12	2.337E-13	2.092E-12	37	882	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,CIT,YWHAH,MEF2C,CNTN6,GRIP1,TUBB3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0031175	neuron projection development	 	5.526E-16	2.401E-12	3.431E-13	3.072E-12	46	1407	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,RAPGEF1,MPDZ,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,CIT,ZNF804A,YWHAH,MEF2C,CNTN6,ITPR1,GRIP1,TUBB3,KIRREL3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,NME1,BEX2,IL1RAP,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0000904	cell morphogenesis involved in differentiation	 	1.149E-15	4.992E-12	6.240E-13	5.588E-12	40	1081	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,ITGAV,CIT,YWHAH,MEF2C,TMEFF2,CNTN6,GRIP1,TUBB3,MT3,EFNA5,TENM3,BSG,ATRNL1,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0032989	cellular component morphogenesis	 	6.956E-15	3.023E-11	3.359E-12	3.008E-11	40	1141	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,CIT,YWHAH,MEF2C,CNTN6,GRIP1,TUBB3,KIRREL3,MT3,EFNA5,THRA,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0048666	neuron development	 	1.555E-14	6.756E-11	6.756E-12	6.050E-11	48	1670	CNTN4,NRG1,RELN,CUX2,NCALD,CFL1,ACTB,DPYSL5,FSTL4,NTNG1,RAPGEF1,MPDZ,SEMA5A,NLGN1,LRRC4C,DCC,CPNE5,CIT,ZNF804A,YWHAH,MEF2C,CNTN6,ITPR1,GRIP1,TUBB3,KIRREL3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,MIF,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,NME1,BEX2,IL1RAP,ATP2B1,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0007409	axonogenesis	 	3.300E-14	1.434E-10	1.304E-11	1.168E-10	31	705	CNTN4,NRG1,RELN,NCALD,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,LRRC4C,DCC,MEF2C,CNTN6,TUBB3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	 	6.393E-14	2.778E-10	2.315E-11	2.073E-10	22	329	CNTN4,NRG1,ZEB1,CFL1,NTNG1,CLSTN2,NLGN1,LRRC4C,CADM2,CNTN6,KIRREL3,CADM1,EFNA5,CDH20,TENM3,BSG,CNTN5,CNTN3,ALCAM,IL1RAP,CDH7,CDH10
GO: Biological Process	GO:0061564	axon development	 	8.083E-14	3.513E-10	2.702E-11	2.420E-10	32	780	CNTN4,NRG1,RELN,NCALD,ACTB,DPYSL5,FSTL4,NTNG1,SEMA5A,LRRC4C,DCC,MEF2C,CNTN6,TUBB3,MT3,EFNA5,TENM3,BSG,CNTN5,SLIT3,PAK1,SLITRK5,AUTS2,CNTN3,ALCAM,FGFR2,CTNNA2,BEX2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0007155	cell adhesion	 	3.230E-13	1.404E-9	1.003E-10	8.980E-10	47	1742	MAGI1,CNTN4,VWC2,COL6A1,NRG1,RELN,ZEB1,CFL1,RGCC,ACTB,NTNG1,RAPGEF1,MPDZ,SEMA5A,RPSA,CLSTN2,NLGN1,SIRPA,LRRC4C,DCC,ITGAV,CADM2,TMEFF2,CNTN6,KIRREL3,FBN1,CADM1,EFNA5,CDH20,KITLG,TENM3,STXBP6,LMO7,BSG,ATRNL1,CNTN5,NCAN,CTNNA3,CNTN3,CD81,ALCAM,CTNNA2,IL1RAP,CDH7,CDH10,HSP90AA1,VEGFA
GO: Biological Process	GO:0098609	cell-cell adhesion	 	4.998E-13	2.172E-9	1.448E-10	1.297E-9	37	1118	MAGI1,CNTN4,NRG1,ZEB1,CFL1,RGCC,ACTB,NTNG1,RAPGEF1,RPSA,CLSTN2,NLGN1,SIRPA,LRRC4C,DCC,ITGAV,CADM2,CNTN6,KIRREL3,CADM1,EFNA5,CDH20,KITLG,TENM3,STXBP6,BSG,CNTN5,CTNNA3,CNTN3,CD81,ALCAM,CTNNA2,IL1RAP,CDH7,CDH10,HSP90AA1,VEGFA
GO: Biological Process	GO:0034330	cell junction organization	 	7.979E-13	3.468E-9	2.167E-10	1.941E-9	33	904	NRG1,RELN,ERBB4,CUX2,ASIC2,CFL1,ACTB,NTNG1,DGKB,RAPGEF1,MPDZ,CLSTN2,NLGN1,GRIN2A,LRRC4C,ITGAV,ZNF804A,RPH3A,MEF2C,KIRREL3,CADM1,EFNA5,CDH20,CNTN5,NCAN,PAK1,SLITRK5,FGFR2,CTNNA2,IL1RAP,CDH7,CDH10,VEGFA
GO: Biological Process	GO:0007420	brain development	 	1.565E-12	6.801E-9	4.000E-10	3.582E-9	40	1349	CNTN4,VWC2,NRG1,RELN,ERBB4,ZEB1,CFL1,SUN1,ACTB,GRIA1,SEMA5A,GRIN2A,DCC,CA10,YWHAH,RPH3A,MEF2C,CADM2,SOCS7,CNTN6,GRIP1,KIRREL3,MT3,CADM1,EFNA5,THRA,BASP1,CNTN5,SLIT3,PAK1,SLITRK5,RORA,ALCAM,FGFR2,CTNNA2,NNAT,NME1,NRG3,ATP2B1,RPL4
GO: Biological Process	GO:0050808	synapse organization	 	5.175E-12	2.249E-8	1.250E-9	1.119E-8	26	593	NRG1,RELN,ERBB4,CUX2,ASIC2,CFL1,ACTB,NTNG1,DGKB,CLSTN2,NLGN1,GRIN2A,LRRC4C,ZNF804A,RPH3A,MEF2C,KIRREL3,CADM1,EFNA5,CNTN5,NCAN,PAK1,SLITRK5,FGFR2,CTNNA2,IL1RAP
GO: Biological Process	GO:0060322	head development	 	7.780E-12	3.381E-8	1.780E-9	1.594E-8	40	1420	CNTN4,VWC2,NRG1,RELN,ERBB4,ZEB1,CFL1,SUN1,ACTB,GRIA1,SEMA5A,GRIN2A,DCC,CA10,YWHAH,RPH3A,MEF2C,CADM2,SOCS7,CNTN6,GRIP1,KIRREL3,MT3,CADM1,EFNA5,THRA,BASP1,CNTN5,SLIT3,PAK1,SLITRK5,RORA,ALCAM,FGFR2,CTNNA2,NNAT,NME1,NRG3,ATP2B1,RPL4
GO: Biological Process	GO:0007417	central nervous system development	 	8.471E-12	3.681E-8	1.841E-9	1.648E-8	45	1766	CNTN4,VWC2,NRG1,RELN,ERBB4,ZEB1,ASIC2,CFL1,SUN1,ACTB,GRIA1,SEMA5A,GRIN2A,DCC,CA10,YWHAH,RPH3A,MEF2C,CADM2,SOCS7,CNTN6,GRIP1,KIRREL3,SULF2,MT3,CADM1,EFNA5,THRA,BASP1,CNTN5,NCAN,SLIT3,PAK1,SLITRK5,RORA,ALCAM,FGFR2,CTNNA2,NNAT,NME1,NRG3,ATP2B1,RPL4,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0016358	dendrite development	 	8.931E-12	3.881E-8	1.848E-9	1.655E-8	20	338	NRG1,RELN,CUX2,CFL1,DPYSL5,FSTL4,MPDZ,NLGN1,DCC,CIT,YWHAH,MEF2C,ITPR1,GRIP1,MT3,TENM3,PAK1,SLITRK5,CTNNA2,IL1RAP
GO: Biological Process	GO:0010975	regulation of neuron projection development	 	2.286E-11	9.933E-8	4.515E-9	4.043E-8	26	634	NRG1,RELN,CUX2,CFL1,DPYSL5,FSTL4,NTNG1,RAPGEF1,SEMA5A,NLGN1,LRRC4C,DCC,CIT,ZNF804A,YWHAH,ITPR1,MT3,EFNA5,TENM3,SLIT3,PAK1,CTNNA2,NME1,IL1RAP,RPL4,VEGFA
GO: Biological Process	GO:0060560	developmental growth involved in morphogenesis	 	3.289E-11	1.429E-7	6.215E-9	5.565E-8	21	406	NRG1,NCALD,CFL1,FSTL4,SEMA5A,DCC,CPNE5,ITGAV,MT3,CADM1,EFNA5,SLIT3,PAK1,AUTS2,FGF1,ALCAM,FGFR2,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0099536	synaptic signaling	 	5.822E-11	2.530E-7	1.054E-8	9.441E-8	33	1061	CNTN4,NRG1,RELN,ERBB4,CUX2,HTR2C,RASGRF2,ASIC2,CFL1,NTNG1,DGKB,GRIA1,GRIA4,GRIK2,CLSTN2,NLGN1,GRIN2A,LRRC4C,DCC,SST,CHRM3,YWHAH,RPH3A,MEF2C,CADM1,SNCAIP,SLC24A2,HRAS,PAK1,SLITRK5,TAC1,NRG3,IL1RAP
GO: Biological Process	GO:0034329	cell junction assembly	 	8.864E-11	3.852E-7	1.541E-8	1.380E-7	23	522	NRG1,RELN,ERBB4,CUX2,ASIC2,CFL1,ACTB,RAPGEF1,MPDZ,CLSTN2,NLGN1,ITGAV,MEF2C,KIRREL3,CADM1,EFNA5,CDH20,CNTN5,SLITRK5,IL1RAP,CDH7,CDH10,VEGFA
GO: Biological Process	GO:0099537	trans-synaptic signaling	 	1.322E-10	5.745E-7	2.209E-8	1.978E-7	32	1033	CNTN4,RELN,ERBB4,CUX2,HTR2C,RASGRF2,ASIC2,CFL1,NTNG1,DGKB,GRIA1,GRIA4,GRIK2,CLSTN2,NLGN1,GRIN2A,LRRC4C,DCC,SST,CHRM3,YWHAH,RPH3A,MEF2C,CADM1,SNCAIP,SLC24A2,HRAS,PAK1,SLITRK5,TAC1,NRG3,IL1RAP
